Size (sq ft),Location,Security,Garage,Floor_Number,Number_of_Rooms,Built_Year,Price (in $1000s)
2145,1,0,0,2,3,2010,263.78
2817,1,1,0,10,9,2009,393.4
912,1,1,0,7,5,2023,186.14
1226,1,1,1,1,3,1985,194.43
2775,0,0,0,15,2,1989,221.89
550,1,0,0,10,6,1988,123.31
3406,1,0,1,3,8,2017,412.7
3410,1,1,0,1,10,2010,436.23
1379,0,1,1,13,2,1995,159.8
1376,0,0,1,10,6,2006,194.27
523,1,0,0,7,5,2024,131.23
1764,0,1,0,15,10,1987,227.29
2823,1,0,0,1,4,1999,311.72
3178,1,1,1,6,10,2004,433.2
2752,1,0,0,9,10,2019,351.46
2915,0,0,1,6,3,1990,278.08
2192,0,1,1,11,3,2017,229.95
3369,1,0,0,6,10,2023,437.09
2234,0,1,1,3,7,1983,268.91
3319,0,1,1,5,9,2021,391.16
1461,1,0,1,6,2,1982,177.32
1242,0,1,0,6,2,1995,115.1
3715,1,0,0,5,8,2006,402.46
3371,0,1,0,10,7,2012,334.72
575,0,0,0,10,3,2013,70.64
3047,0,0,1,7,4,2008,277.94
1841,1,0,1,3,9,2012,298.24
2184,0,1,0,7,7,2003,264.36
1533,0,0,0,13,6,2023,200.7
1115,1,0,1,14,6,1986,189.53
2435,0,1,0,7,7,1990,285.13
1560,1,0,1,3,5,1991,230.39
674,0,1,1,1,10,2021,199.88
3543,1,1,1,14,9,1991,428.86
3584,1,1,1,7,2,2023,394.68
3172,0,1,0,11,3,1998,273.98
3670,1,1,0,5,9,1989,420.36
600,0,1,0,15,5,2002,100.86
717,0,0,1,7,3,2000,87.82
3703,1,1,0,6,2,2017,381.13
1414,1,0,0,10,9,1999,257.13
2236,0,0,0,5,10,2013,291.53
2464,1,0,1,4,7,2011,312.31
2080,1,1,0,15,6,1986,282.58
1287,1,1,0,15,5,1981,219.96
512,0,1,0,5,7,1998,115.72
2181,1,1,0,4,5,2011,306.8
3819,0,0,0,15,3,2021,321.1
2996,0,1,1,9,6,2011,346.24
2735,0,0,1,7,8,1998,307.47
3865,1,1,0,9,4,1998,396.99
2241,1,1,0,4,8,1989,311.35
1388,1,1,1,11,5,2021,244.16
2265,1,1,1,2,5,2022,326.86
2796,1,0,0,4,5,2018,332.42
795,0,0,0,4,2,1990,48.48
2112,1,0,1,11,8,2011,307.57
3771,1,0,0,11,6,2002,416.47
1412,0,1,1,12,2,1987,163.05
3157,0,1,1,13,4,2019,331.36
1483,1,1,0,14,10,2017,269.66
3852,0,0,0,6,7,2003,385.46
3942,1,0,0,13,9,2008,462.87
3377,0,1,0,4,8,2022,349.98
2347,1,1,0,12,10,2013,355.02
2379,1,0,1,14,5,2022,315.06
2834,1,1,1,7,9,2001,371.45
1751,0,1,1,4,4,2016,205.41
2954,1,0,0,5,3,1992,285.08
1863,0,1,0,9,8,1988,245.89
2895,1,1,1,7,4,1994,343.31
2202,1,0,1,1,9,1986,309.54
1739,0,1,0,8,10,2013,259.84
2410,0,1,0,12,4,1986,235.95
3386,0,1,1,5,6,2007,342.31
3907,1,1,0,12,2,2024,393.96
1174,1,0,1,9,4,2003,192.04
2576,0,0,0,9,6,2001,266.13
3202,0,1,0,4,9,2001,358.09
2335,0,1,1,11,8,2023,284.53
3121,1,0,1,4,3,1991,312
3461,1,1,1,1,6,2005,410.57
1943,1,0,1,7,5,2002,251.78
1456,1,1,1,3,10,1982,298.28
3650,1,0,1,14,4,2003,380.58
1353,1,1,1,6,10,2012,293.07
3898,1,1,1,2,2,1984,400.43
2850,1,1,1,3,3,1991,336.5
3252,1,1,1,11,9,2023,433.05
3610,0,1,0,2,9,2000,368.37
1522,1,0,0,14,4,2002,182.69
3762,1,0,0,12,7,1988,390.2
3315,0,1,1,2,9,2003,361.3
3519,0,0,1,15,3,2018,303.91
1190,1,0,0,6,10,2011,235.04
3448,0,1,1,6,9,1998,396.98
880,0,0,0,5,7,2017,142.98
3831,1,1,1,13,9,2008,466.86
570,0,0,1,10,6,1985,99.35
2443,0,0,1,7,4,1984,229.88
3585,0,0,1,5,10,1981,374.61
3060,0,0,0,9,5,1985,283.26
3968,1,1,1,6,5,2008,443.06
1298,0,1,1,2,10,2009,221.54
3869,1,1,0,10,2,1988,366.54
2892,0,1,0,10,9,1992,308.67
3490,0,1,1,14,2,1991,303.97
1499,1,0,0,6,9,2007,255.43
1725,0,1,0,5,8,2019,242.75
2548,0,0,0,4,10,2017,296.37
2393,1,1,1,9,6,1988,325.79
1987,1,1,0,12,2,2017,237.08
3001,0,0,1,3,6,2014,308.06
2412,1,1,0,12,10,1990,347.87
1604,0,1,1,10,2,1987,183.8
3990,1,1,1,11,4,1986,417.95
639,1,1,0,2,9,2024,209.75
1288,0,0,0,13,4,1992,124.73
644,0,0,1,13,5,2012,126.19
1934,0,1,0,11,2,2014,193.99
1929,1,1,1,15,10,1988,305.16
2774,1,1,0,12,6,2017,338.91
966,1,1,0,10,3,2004,185.64
3969,1,1,0,5,6,1980,427.84
3089,0,0,0,15,6,2016,304.91
2226,0,1,0,1,8,1997,256.37
2545,1,1,1,11,10,1998,389.9
2546,1,0,0,4,3,2001,289.02
3375,1,1,0,14,5,2016,375.86
3945,0,0,1,10,3,2019,350.08
894,0,0,1,15,7,1983,153.55
2302,0,0,1,14,3,2020,225.51
1004,1,0,0,11,8,2021,205.22
2344,1,0,1,7,4,2018,275.51
697,0,0,0,3,10,1997,146.99
2180,1,1,1,9,6,2003,324.38
1024,1,0,0,12,6,1981,189.81
3942,1,0,0,9,10,2024,472.82
2108,0,1,0,4,8,1987,264.83
1410,1,1,0,15,4,2023,207.19
1430,1,1,0,11,5,1992,224.38
1394,1,0,1,3,4,1980,204.75
3054,1,1,1,8,3,1997,359.03
578,0,1,1,14,3,2000,83.48
3623,1,1,1,13,8,1991,444.71
2620,1,1,0,3,5,1983,295.16
2640,1,0,0,3,4,2018,285.52
3243,1,0,1,13,6,2001,391.76
754,1,0,0,11,3,2007,123.32
2726,0,0,0,2,4,1987,224.26
2672,0,1,1,7,5,2007,295.71
2533,0,0,0,11,4,2012,254.27
3996,1,0,0,13,9,2017,456.46
1609,1,1,1,13,3,1994,235.6
2664,0,0,0,7,5,2005,249.67
941,0,1,0,10,4,1983,122.56
3857,0,1,1,13,4,1990,348.43
3997,1,0,0,7,10,2014,482.01
3176,0,1,1,7,7,2002,349.56
2629,1,1,1,11,5,1981,339.46
1871,1,0,1,7,10,1986,299.6
1649,0,0,0,4,9,1984,208.91
1071,1,0,1,11,8,1998,233.87
2291,1,1,0,8,6,1993,316.97
1356,0,1,0,11,3,2023,168.69
1576,0,1,0,3,6,1984,169.62
2716,1,1,0,3,10,2009,377.57
1763,0,0,0,2,2,1997,145.52
3140,1,1,1,4,10,1998,438.01
1920,0,0,1,1,8,1992,229.24
2378,0,1,0,6,10,1981,283.86
781,0,0,0,9,4,2004,93.9
1383,1,1,0,4,8,1990,245.68
537,1,0,1,11,4,2015,160.36
2001,1,1,1,6,4,1995,263.8
1193,0,1,1,3,3,2001,143.73
3876,1,1,0,2,9,2021,468.7
2249,1,1,0,12,7,2000,301.21
1535,1,0,0,6,10,1986,236.45
1348,0,1,0,13,8,1987,188.45
2509,0,0,0,5,10,1983,278.58
1845,1,0,1,13,2,1995,228.37
2224,0,1,1,11,3,1983,225.69
1540,0,1,0,14,8,2013,208.58
900,0,1,1,8,8,2018,167.92
1206,1,1,1,13,8,2023,257.79
3603,1,0,1,4,9,2005,426.8
3258,0,1,1,15,10,2023,399.45
1407,1,0,1,4,10,1998,257.49
3259,1,0,1,4,8,2000,406.89
1847,1,1,0,7,7,2007,261.93
773,1,1,0,6,8,2022,216.77
1306,0,1,1,10,2,2022,166.5
915,0,0,1,7,8,1992,148.35
2643,1,0,1,14,3,1999,303.93
2689,1,0,0,15,5,1983,279.33
2869,0,0,0,5,5,2000,257.97
3972,0,0,0,3,10,1996,396.59
1611,1,0,0,8,7,1987,236.46
1379,1,0,0,13,4,1987,179.93
3208,0,0,0,2,10,2015,356.91
1268,0,0,0,1,10,2021,213.85
1580,1,0,0,5,10,1991,259.55
1280,1,0,1,7,7,1990,222.69
2526,0,1,1,11,8,1994,296.29
2320,0,1,1,9,2,1990,210.89
1681,1,0,1,4,2,2023,229.78
1088,0,1,0,6,3,2006,146.89
3799,1,1,0,2,6,2021,439.77
3485,0,0,0,5,7,2017,340.59
2880,0,1,0,10,7,1991,310.51
3704,1,0,1,5,6,2005,415.84
2656,0,0,0,4,9,1983,283.53
3416,0,0,1,13,6,2016,353
827,0,1,1,9,6,1980,130.46
1730,0,0,1,6,9,2017,253.02
1077,1,0,0,13,2,1996,160.27
955,0,1,0,10,10,2007,201.3
1878,1,0,1,10,2,2009,210.75
3765,0,0,1,12,4,2023,355.66
925,0,0,1,11,2,2011,96.34
2308,1,1,0,12,5,2012,285
2999,1,0,0,7,9,2003,367.01
1571,1,1,0,2,4,1993,218.47
1419,0,1,1,15,5,2013,174.06
1144,0,1,1,9,10,2011,211.72
3504,1,0,1,1,8,2013,414.3
583,0,0,0,4,5,2012,73.52
2861,0,0,0,3,2,2021,231.51
596,1,1,1,12,7,1980,169.39
3857,0,1,1,7,6,2008,396.43
1487,1,1,1,3,3,2011,223.3
3504,1,1,1,1,8,2019,423.68
1207,0,1,1,4,3,2013,143.85
2243,1,1,0,12,3,2014,263.13
607,0,1,1,12,8,1991,151.17
1806,1,0,0,9,10,2006,286.84
2791,1,1,0,11,5,1995,333.17
3901,0,0,1,5,4,2021,351.87
3544,0,0,0,2,7,1992,337.44
2161,1,1,1,2,6,1991,295.63
3423,1,1,1,1,5,2011,387.17
2580,0,1,0,15,5,2010,266.46
788,1,1,0,15,4,1987,148.17
2322,0,0,1,2,9,2017,303.37
2198,1,1,0,12,5,2014,272.21
1510,1,0,0,12,9,1985,258.52
1289,1,0,0,7,2,2001,147.94
3413,1,1,0,2,8,2007,430.44
2935,0,1,0,14,5,2016,282.72
1758,0,0,1,3,7,1982,185.38
2897,0,1,0,11,2,1986,239.67
1714,0,1,0,2,7,2008,228.7
2418,0,0,0,8,8,2000,273.12
3894,0,0,0,2,10,1995,416.2
2612,0,1,0,4,5,1991,279.05
1939,0,1,1,5,5,2023,242.32
3881,0,0,1,14,10,1982,385.45
1934,0,0,1,8,3,1999,182.26
3365,1,1,0,1,9,1994,424.87
3999,0,0,1,2,7,2019,385.06
1660,1,1,0,10,3,1986,226.23
3681,1,0,1,10,4,2013,400.76
1942,0,1,1,4,9,2014,293.85
2629,0,1,0,14,10,2001,316.06
2892,1,1,0,6,6,2014,369.31
3250,0,0,0,6,5,2012,309.05
2992,0,1,1,6,6,1986,301.49
2696,0,1,1,2,9,2009,330.64
1360,1,1,1,6,5,2024,250.43
3350,0,1,1,7,5,2003,327.68
3800,1,0,1,5,5,2024,434.1
1909,1,0,1,2,10,1990,308.94
3983,1,0,1,7,4,1986,395.18
1262,0,0,0,1,3,1990,99.79
1061,1,1,1,8,5,1987,186.22
3501,0,0,1,2,10,2019,394.83
1970,0,1,0,6,9,2022,277.87
1695,1,1,1,8,4,2005,244.44
1779,0,0,0,5,6,2005,181.95
913,1,0,1,8,2,1995,153.2
520,1,0,1,5,5,2023,172.2
2746,0,0,1,9,9,2012,316.97
2067,0,0,1,11,4,1988,195.74
2073,1,1,1,9,3,1992,267.6
3639,1,1,1,15,9,2009,447.05
2300,0,0,0,1,9,2018,282.88
2618,0,1,1,13,4,1996,271.95
2683,1,0,1,9,3,1989,298.58
1980,1,1,0,10,10,1986,302.36
2636,0,0,0,10,9,2013,277.08
2631,1,1,0,5,3,1993,276.9
2229,0,0,0,14,5,2002,227.69
1109,0,1,0,10,5,1992,159.84
1863,0,0,0,5,7,2019,201.17
3584,0,1,1,9,10,1988,385.75
2774,1,1,0,14,6,1980,343.18
3400,1,1,1,4,3,2019,390.81
1829,0,1,1,9,10,2008,287.65
1604,1,1,0,6,8,1999,274.77
881,0,1,1,1,6,2019,178.27
3782,0,1,0,5,6,1995,348.11
2171,0,1,0,12,10,2006,273.18
3104,0,1,1,8,7,1988,336.86
3144,0,0,0,9,10,1999,328.39
1106,1,1,0,2,10,2006,239.77
3081,1,1,0,2,5,2024,346.23
2115,1,1,0,4,7,2005,308.08
2349,0,0,0,12,4,2017,217.13
3560,0,1,1,14,7,2009,367.53
3082,0,1,1,14,10,2011,388.05
2507,0,1,0,11,5,2011,272.42
3040,1,1,1,6,2,1995,322.09
3913,0,0,0,3,2,2010,310.81
1105,0,1,0,6,2,1987,97.54
2038,1,0,1,14,4,2020,285.05
2346,1,0,1,8,8,2008,306.25
1525,1,1,1,7,6,1988,267.85
632,1,1,0,11,8,2018,191.25
2507,1,1,1,1,3,1988,307.36
1258,0,0,1,2,7,1996,186.97
1181,0,1,1,15,10,2004,235.88
3966,0,0,0,3,6,1994,360.74
3878,0,0,1,4,4,1986,332.81
1768,0,1,0,15,7,1993,199.61
627,0,0,1,14,9,2013,161.71
944,0,1,1,9,4,1983,148.27
3860,1,1,0,8,6,2000,427.95
3249,1,0,0,4,8,1991,367.53
895,1,1,0,4,4,2004,162.92
1724,0,1,0,6,10,2002,259.05
3933,1,1,1,14,2,2021,412.72
1930,1,1,1,4,6,1996,278.5
3932,0,0,1,2,6,2008,389.36
874,1,1,0,8,9,1995,200.69
3797,0,1,1,9,7,1996,410.16
510,1,1,1,8,4,1992,145.85
1410,1,1,1,3,8,2000,264.29
2461,1,0,0,7,8,1986,323.52
2161,0,0,1,6,8,1994,256.97
2267,0,0,0,10,2,1980,174.98
3420,0,0,1,15,9,2004,357.81
1357,0,1,1,10,2,2013,157.87
800,1,1,0,2,10,2003,229.93
3176,1,0,0,10,5,1983,314.94
3178,0,0,0,8,10,1981,332.63
1216,1,0,0,13,10,2024,234.58
1612,0,0,1,10,10,2016,258.18
3668,0,0,0,11,2,2006,290.4
3334,0,1,1,3,3,2019,336.2
2277,0,1,1,3,4,1999,254.99
2768,0,0,1,9,3,2009,275.19
3424,0,0,1,15,8,2013,354.21
986,0,1,1,8,2,2000,130.84
2703,0,1,1,13,9,2010,338.65
2350,1,1,0,13,6,1995,292.44
1875,1,0,0,14,9,2020,270.11
2354,0,1,1,8,4,1999,235.42
3730,1,1,0,7,7,2003,431.26
2646,0,1,0,3,6,1996,276.26
3705,1,0,1,10,10,2012,464.67
3444,1,1,0,10,5,2010,388.17
1734,1,0,1,4,9,2011,284.27
1528,1,0,1,3,6,2005,229.01
1692,1,0,1,5,6,1995,260.71
2101,1,1,0,4,2,1990,251.63
2247,0,1,0,5,2,1995,193.06
2506,1,0,0,7,2,1980,262.02
1495,0,1,1,4,2,2024,188.31
1679,0,0,1,14,2,1997,158.36
2576,0,1,0,9,10,2002,311.01
935,0,1,0,11,9,1983,153.07
2169,1,1,0,10,5,1986,262.97
1272,0,0,0,13,2,1996,105.95
3838,0,0,0,4,3,2023,327.55
3068,1,1,1,4,6,2023,375.1
1989,1,1,1,8,4,1987,273.4
3786,1,0,1,3,7,2020,453.33
2616,1,1,0,12,5,2024,329.64
3863,0,0,0,2,10,1981,374.16
2608,1,0,0,8,2,1983,262.99
3560,0,0,1,1,6,1990,361.31
3065,1,1,1,7,7,2011,407.02
1321,1,1,1,12,8,2018,271.94
2090,0,0,1,3,5,1982,219.07
1816,0,0,0,10,8,1989,210.4
1049,1,1,1,6,9,1994,248.83
2672,0,0,1,7,10,1999,305.99
1892,1,0,0,13,6,1985,227.6
2485,1,0,1,7,10,2009,366.97
1825,1,0,0,1,4,2015,242.63
2400,0,1,1,5,10,1982,310.75
1560,1,1,1,13,3,2020,219.03
1028,0,0,0,9,7,1994,131.82
2565,1,1,1,9,8,1986,357.75
507,0,0,1,2,10,2012,136.18
2675,1,1,1,2,2,1982,292.42
1469,1,0,1,4,8,2009,242.81
884,0,1,1,15,5,1998,137.35
2223,0,0,0,1,5,2011,214.3
3581,1,0,1,8,3,2004,370.29
669,0,1,1,9,3,2018,119.95
1185,0,1,1,6,10,2001,209.73
2281,0,1,0,8,7,1990,264.63
2334,0,0,1,6,7,1989,271.56
3400,0,1,0,9,8,2024,356.19
1379,0,0,0,5,2,1987,118.21
1403,0,1,1,11,10,2012,236.2
770,1,1,0,10,8,2004,204.78
1204,0,0,1,10,7,1998,186.75
1941,1,1,1,12,8,1984,314.04
3842,1,1,0,5,5,1987,403.91
843,0,0,1,2,9,2005,161.73
2662,0,0,1,12,6,1984,277.19
1865,1,1,0,12,3,1994,244.99
3009,0,1,1,2,5,2015,325.45
3011,1,1,0,8,8,2014,387.29
617,0,0,1,6,4,2010,101.66
1692,1,1,0,2,3,1994,203.13
3312,1,0,0,7,6,2012,353.78
700,1,0,0,9,10,2020,198.38
3750,0,1,1,12,3,2022,355.89
2262,0,0,1,5,7,2013,255.53
900,1,0,1,2,6,1996,185.1
2045,1,0,0,6,10,2024,313.93
2883,0,0,1,11,9,2017,335.91
2141,1,1,1,9,3,2016,261.81
2197,1,0,1,15,7,2010,289.16
3277,1,1,0,8,9,1996,414.04
1869,0,1,0,9,5,1982,197.47
2529,0,1,1,5,3,2019,257.96
1551,1,1,0,7,8,2017,264.69
3336,0,1,1,2,3,2013,315.75
2965,0,1,1,8,3,1999,301.03
2999,1,0,1,4,7,1999,352.98
3373,1,1,1,4,10,2013,463.35
3835,0,0,1,2,7,1992,374.87
1834,0,1,0,3,2,2002,181.76
1825,1,1,0,11,5,1998,254.47
1998,0,0,1,10,9,2020,279.98
3111,1,1,0,4,5,1980,339.35
2718,0,0,1,8,5,2002,271.76
3267,1,1,1,2,5,2018,405.51
1687,0,1,0,10,7,1981,197.1
3706,1,0,1,13,6,2013,402.98
2655,0,0,0,2,7,1998,280.87
2022,1,0,0,8,3,1985,220.22
634,0,1,0,2,6,1982,118.74
1870,1,1,1,13,5,1985,246.12
1950,0,0,1,8,6,2019,212.11
1820,1,1,1,3,10,2006,328.13
1945,0,1,1,15,6,2004,231.41
2005,0,1,0,4,7,2021,244.11
3377,0,0,1,12,8,1983,327.45
999,1,1,1,7,9,1984,240.58
698,1,0,1,4,9,1986,204.54
1301,1,0,1,1,3,2004,208.15
3182,0,0,1,12,5,2002,325.31
2965,1,0,0,8,4,1987,296.84
1259,1,0,1,4,8,2014,232.66
3312,1,1,0,12,8,1995,419.93
2981,0,1,0,11,4,2018,293.48
1753,0,1,0,8,4,2004,184.32
1663,0,0,1,15,9,1993,242.01
792,0,1,1,11,8,2014,188.01
3129,1,1,0,6,5,1983,343.84
2972,1,0,1,3,10,2014,384.5
3149,1,1,1,2,3,1983,356.63
1667,1,1,1,2,7,1986,254.19
1488,1,1,0,12,8,2019,266.84
2798,1,1,0,12,6,2008,336.8
2305,0,0,0,12,6,1993,215.97
2962,1,0,0,6,5,2014,337.2
3092,0,1,1,7,6,2021,343.93
3810,0,0,0,10,2,2001,310.52
2318,1,1,0,2,5,1985,278.33
1331,0,1,0,13,9,2022,211.88
3278,0,1,1,2,4,1980,312.65
546,0,0,0,8,6,2013,116.45
612,0,0,0,11,10,2012,126.76
1545,1,1,1,1,10,1984,291.1
2100,0,1,1,7,9,2004,285.78
2404,1,1,1,5,5,2014,303.17
2124,0,0,1,12,6,1998,231.58
1077,1,0,0,13,10,2017,232.06
3095,1,0,1,2,7,2012,382.29
3900,0,0,0,1,2,1982,304.41
911,1,1,1,4,7,1988,197.06
3203,0,1,1,4,5,2016,333.29
3385,1,1,0,6,2,1998,360.73
2195,1,0,0,10,5,2007,257.84
2548,0,0,1,6,10,1997,306.24
2388,1,0,0,14,8,1999,296.64
3935,0,1,0,13,9,1986,415.14
1478,0,0,1,7,9,2011,222.11
2635,0,1,0,8,10,1994,330.18
3784,1,1,0,5,7,2004,432.17
1618,1,1,1,4,3,2000,226.05
2276,1,1,0,15,5,2006,287.28
2047,0,1,1,13,9,1987,257.73
1813,1,1,0,7,6,1987,250.53
2986,1,1,0,6,5,1993,328.66
2705,0,1,0,11,2,1999,227.17
665,1,1,1,6,8,2023,199.73
1395,0,0,0,7,6,1986,170.22
3373,0,0,0,11,3,1993,294.64
3397,0,1,1,13,3,2006,331.77
3504,0,0,1,13,10,1984,388.36
543,1,0,0,10,2,2004,105.29
632,0,1,0,6,6,2006,108.71
1486,1,1,0,2,7,1981,219.79
654,1,0,0,9,5,2001,146.2
2333,0,1,1,6,6,2021,278.77
3162,0,0,0,3,3,1990,246.16
3771,0,0,1,6,2,1990,305.88
818,0,1,0,4,6,2004,146.67
2678,1,1,1,5,3,2017,341.1
2455,1,1,0,1,10,1990,349.9
1167,0,0,0,6,10,2012,178.26
2725,1,1,1,4,3,1987,313.74
3033,1,1,1,13,3,1995,348.35
1763,1,1,1,8,4,2004,236.93
971,0,0,0,12,5,2012,123.41
3986,1,0,0,3,10,1984,452.57
2108,0,0,1,8,9,2006,259.91
1606,0,1,0,8,5,1992,183.13
3497,1,1,0,1,9,1981,421.92
754,0,0,1,3,8,2007,129.8
775,1,1,0,9,6,1986,168.65
2421,0,0,0,6,10,2007,270.78
3039,0,0,0,6,4,1996,279.59
3350,0,1,0,1,10,2018,371.24
805,0,1,0,14,4,2012,130.48
2993,1,1,0,11,9,1991,397.96
702,1,1,1,6,8,1986,216.34
3255,0,0,0,8,10,1982,329.25
601,1,0,0,10,4,1980,134.68
1531,0,1,1,14,2,1995,155.66
2265,1,1,1,13,10,1997,338.07
1550,1,0,0,1,7,2016,235.89
1013,0,0,0,2,4,1984,93.04
870,1,0,0,6,5,2009,180.12
2972,1,0,1,14,7,2023,354.81
1934,1,0,0,14,5,1991,236.47
2313,1,0,1,4,3,2022,298.32
558,0,0,0,1,9,1980,114.04
1195,1,0,0,11,3,2000,177.71
867,0,0,0,15,5,1987,93.48
2290,1,1,0,6,8,2005,327.5
2519,0,1,1,15,2,1987,237.27
1206,0,0,0,1,5,1995,150.1
2768,0,1,0,8,4,1997,255.3
2417,1,1,0,6,7,2011,344.46
1285,1,0,0,2,7,2007,214.3
3241,1,1,1,9,8,1993,398.4
1222,0,1,0,13,9,1999,179.09
1297,1,0,0,10,2,1999,173.62
2082,1,1,1,8,2,1992,240.75
1127,0,1,0,2,10,2012,218.45
1963,0,1,0,5,7,1984,208.1
1752,0,0,1,6,10,2018,270.97
1202,1,1,1,15,8,2023,269.12
1146,0,0,0,9,2,2014,104.59
1276,1,1,0,12,10,2003,256.93
1525,0,1,1,10,5,2008,208.99
2676,1,0,0,13,9,1989,348.37
2147,1,1,1,9,7,2013,306.02
1802,1,1,0,10,9,2022,286.79
3968,1,1,0,9,10,2024,478.03
3026,1,0,1,13,7,1982,344.92
1005,1,0,1,11,4,2024,190.86
610,1,0,1,4,3,2017,124.09
1752,0,1,0,4,9,2005,256.83
2520,0,0,0,3,4,2010,252.24
1548,1,0,1,5,8,1986,230.37
3361,1,1,0,15,9,1980,419.56
2168,0,1,0,8,10,2024,304.66
2317,0,0,1,5,10,1985,272.08
2331,0,0,1,13,3,2003,239.96
1754,1,0,1,14,8,2016,278.01
3124,0,0,1,6,2,2003,254.26
3932,0,0,0,9,9,1990,398.36
610,0,1,1,7,3,2011,118.16
1412,1,1,1,10,9,2013,271.64
3789,1,1,0,7,5,2008,411.53
867,0,1,1,7,6,2021,148.05
605,1,1,0,3,4,2015,135.55
1735,0,1,1,12,10,2016,268.35
550,1,1,1,7,6,1988,185.31
2687,0,0,0,1,3,2022,251.51
3664,1,1,0,7,8,1999,419.19
2202,1,0,1,8,2,2003,238.83
2657,1,0,0,4,6,2002,324.67
1760,1,0,0,10,5,1996,206.75
2163,0,0,1,10,10,1992,284.59
571,0,0,1,2,3,2024,80.89
3906,0,1,0,9,5,1989,383.32
828,1,1,0,4,10,2006,211.7
1613,1,0,1,2,4,1993,211.74
1156,1,1,1,9,5,2003,224.91
712,1,0,1,11,6,1986,171.13
1814,1,1,0,10,10,2005,306.39
2950,1,0,1,11,10,2022,381.15
1024,0,0,1,15,7,1990,140.8
614,1,0,0,14,8,2024,163.21
1573,1,1,1,6,2,2019,233.53
1599,1,1,0,7,7,1981,245.76
2790,1,1,1,13,7,2007,368.22
2258,1,0,1,8,8,2005,321.91
1765,1,0,1,13,9,1983,276.12
2111,1,0,1,5,5,1982,245.93
549,0,0,0,10,2,2024,64.16
2535,1,1,0,14,8,2006,351.66
2871,1,1,0,2,3,1983,322.57
1659,1,1,0,14,7,2003,249.05
2242,0,1,0,3,8,2007,282.24
1551,0,1,0,4,9,2003,209.01
2579,0,1,0,4,10,2007,326.47
714,0,1,0,6,10,2024,189.99
2772,0,0,0,11,5,1984,262.08
554,1,0,0,10,10,1993,160.31
2414,1,1,1,15,10,2003,386.58
1093,1,0,1,7,7,1985,197.18
2079,1,0,0,15,4,2019,253.05
2079,0,0,1,13,4,1985,195.09
2426,1,0,1,1,6,2001,309.29
1296,1,1,0,9,4,1993,207.18
1072,1,0,0,4,5,2024,168.44
3991,0,1,0,4,5,1994,368.05
3573,1,1,0,2,10,2020,443.74
1100,1,0,1,12,9,1999,222.55
2243,0,1,0,13,5,1996,250.85
3477,0,1,0,11,9,1996,359.49
3913,1,0,0,15,5,1992,403.11
3369,1,0,0,5,9,1986,405.57
3815,0,1,0,10,10,1999,394.16
2468,1,0,0,14,3,1980,264.36
2556,0,0,0,13,3,2002,225.41
3471,1,1,0,14,8,1989,417.86
2623,0,1,0,12,4,1980,244.44
3418,0,0,1,2,8,1997,374.35
2785,0,1,1,11,8,1999,319.25
2500,0,0,0,10,5,1993,251.38
3271,0,0,0,7,3,2008,301.2
3983,1,0,0,4,8,1987,418.13
1422,1,0,1,14,4,1994,220.75
1283,1,1,0,9,8,2021,255.42
2472,1,1,1,10,10,2000,353.67
3332,0,0,0,10,8,1993,346
2988,1,1,0,4,10,2013,399.7
2989,0,0,1,9,9,2008,334.95
3127,1,0,1,4,3,1981,332.98
1267,0,0,1,6,6,2015,152.35
784,1,0,0,10,8,2015,204.43
1131,0,1,1,8,9,1983,198.91
1516,0,1,0,11,7,1990,207.94
2367,1,0,1,1,3,1991,273.42
1347,0,1,1,5,9,1986,204.56
1176,1,0,1,8,3,2012,181.79
722,1,0,1,2,7,1983,190.46
3719,0,0,1,9,2,1990,316.58
3752,0,0,0,6,4,1997,337.46
1188,0,0,1,12,5,2003,166.34
3370,1,0,0,7,9,2003,418.41
3807,1,1,1,8,5,1987,419.52
2618,1,0,1,9,2,2001,266.94
3079,0,0,1,14,4,2006,308.65
3194,1,1,0,13,7,2009,376.28
1969,1,0,0,15,5,2008,244.7
2582,1,0,0,5,7,2008,299.71
2124,1,1,1,1,8,1983,299.92
1236,0,0,0,10,6,2006,129.67
1352,1,0,0,7,5,2012,217.24
3686,0,0,1,14,9,2022,415.04
3765,0,0,0,10,3,1987,300.38
3515,0,0,0,11,3,2005,319.51
3498,1,1,1,7,8,1983,442.43
2639,0,1,0,5,3,1989,255.27
1274,0,0,0,4,2,2006,108.99
3937,1,1,1,12,3,1991,431.33
2214,0,0,1,13,9,2014,292.29
2622,0,0,1,8,9,2022,322.35
1928,1,1,0,10,3,2008,265.38
1051,0,0,1,9,8,1980,163.46
2686,0,0,0,10,10,2007,319.86
3195,0,1,0,6,6,2002,310.36
2220,1,1,0,4,8,2002,296.24
1500,1,1,0,9,8,2004,276.88
3122,1,1,0,9,2,2002,319.56
3172,1,1,1,2,6,2014,383.15
1474,0,1,0,6,2,1998,149.36
1902,0,0,0,1,3,2009,156.09
634,0,1,0,7,7,1983,101.1
3478,1,0,0,9,5,2012,385.87
3318,1,1,1,10,10,1995,436.54
2950,1,0,0,5,9,2019,377.01
2046,1,1,0,6,9,1982,285.92
3955,1,1,1,10,2,1983,383.49
1989,0,0,1,13,8,2018,247.91
989,1,0,0,5,5,2023,165.84
3610,1,0,1,13,6,2019,426.31
2874,0,0,0,4,9,2022,329.5
